complaint_id,text,language,category,department,priority,template_group
ENG_0230,"Hello, the delivery date keeps changing Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0231,"Hello, the delivery date keeps changing I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0232,"Please help, the delivery date keeps changing",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0233,"Please help, the delivery date keeps changing Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0234,"Please help, the delivery date keeps changing I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0235,I need assistance because the delivery date keeps changing,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0236,I need assistance because the delivery date keeps changing Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0237,I need assistance because the delivery date keeps changing I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0238,This is urgent: the delivery date keeps changing,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0239,This is urgent: the delivery date keeps changing Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0240,This is urgent: the delivery date keeps changing I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_06
ENG_0241,My order was sent to the wrong address,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0242,My order was sent to the wrong address Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0243,My order was sent to the wrong address I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0244,"Hello, my order was sent to the wrong address",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0245,"Hello, my order was sent to the wrong address Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0246,"Hello, my order was sent to the wrong address I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0247,"Please help, my order was sent to the wrong address",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0248,"Please help, my order was sent to the wrong address Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0249,"Please help, my order was sent to the wrong address I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0250,I need assistance because my order was sent to the wrong address,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0251,I need assistance because my order was sent to the wrong address Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0252,I need assistance because my order was sent to the wrong address I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0253,This is urgent: my order was sent to the wrong address,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0254,This is urgent: my order was sent to the wrong address Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0255,This is urgent: my order was sent to the wrong address I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07
ENG_0256,Only part of my order was delivered,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0257,Only part of my order was delivered Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0258,Only part of my order was delivered I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0259,"Hello, only part of my order was delivered",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0260,"Hello, only part of my order was delivered Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0261,"Hello, only part of my order was delivered I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0262,"Please help, only part of my order was delivered",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0263,"Please help, only part of my order was delivered Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0264,"Please help, only part of my order was delivered I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0265,I need assistance because only part of my order was delivered,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0266,I need assistance because only part of my order was delivered Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0267,I need assistance because only part of my order was delivered I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0268,This is urgent: only part of my order was delivered,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0269,This is urgent: only part of my order was delivered Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0270,This is urgent: only part of my order was delivered I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_08
ENG_0271,The courier refused to deliver my package,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0272,The courier refused to deliver my package Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0273,The courier refused to deliver my package I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0274,"Hello, the courier refused to deliver my package",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0275,"Hello, the courier refused to deliver my package Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0276,"Hello, the courier refused to deliver my package I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0277,"Please help, the courier refused to deliver my package",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0278,"Please help, the courier refused to deliver my package Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0279,"Please help, the courier refused to deliver my package I need an update as soon as possible.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0280,I need assistance because the courier refused to deliver my package,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0281,I need assistance because the courier refused to deliver my package Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0282,I need assistance because the courier refused to deliver my package I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0283,This is urgent: the courier refused to deliver my package,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0284,This is urgent: the courier refused to deliver my package Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0285,This is urgent: the courier refused to deliver my package I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_09
ENG_0286,The tracking information has not been updated,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
ENG_0287,The tracking information has not been updated Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
ENG_0288,The tracking information has not been updated I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
ENG_0289,"Hello, the tracking information has not been updated",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
ENG_0290,"Hello, the tracking information has not been updated Please resolve this.",English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10
