complaint_id,text,language,category,department,priority,template_group,text_length,word_count,split
HIN_1197,मुझे सहायता चाहिए क्योंकि मेरे अकाउंट से कई अनधिकृत खरीदारी हुई हैं। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_10,101,18,train
HIN_1022,मेरी ऑर्डर हिस्ट्री दिखाई नहीं दे रही है। कृपया इसे जल्दी हल करें।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_09,66,13,train
HGL_1157,Mujhe payment maangne wala suspicious message mila. Please jaldi resolve karo.,Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_08,78,11,train
HGL_0815,"Hello, mujhe item ko different size se exchange karna hai. Please jaldi resolve karo.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_05,85,14,train
HGL_0793,Ye urgent hai: meri return request accept nahi ho rahi.,Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_03,55,10,train
HIN_0949,"नमस्ते, मैं अपना फोन नंबर अपडेट नहीं कर पा रही हूँ।",Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_04,51,11,validation
HIN_0289,"नमस्ते, ट्रैकिंग की जानकारी अपडेट नहीं हो रही है।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_10,49,9,test
HGL_0337,"Please help, mujhe sirf partial refund mila hai.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_03,48,8,train
HGL_0530,"Hello, seller ne meri cancellation request reject kar di. Please jaldi resolve karo.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_06,84,13,validation
HIN_0519,"कृपया मदद करें, गलती से किया गया ऑर्डर रद्द करना है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_05,85,17,train
ENG_1158,I received a suspicious message asking for payment I need an update as soon as possible.,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_08,88,16,train
HIN_0754,"नमस्ते, मैं इस उत्पाद को वापस करना चाहती हूँ।",Hindi,Return/Replacement,Returns Team,Medium,Hindi_Return/Replacement_01,45,9,train
HGL_0799,"Hello, return pickup abhi tak nahi hua.",Hinglish,Return/Replacement,Returns Team,Medium,Hinglish_Return/Replacement_04,39,7,validation
HGL_0506,Mujhe help chahiye kyunki cancel karne ke baad bhi order ship ho gaya. Please jaldi resolve karo.,Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_04,97,17,train
HGL_0163,Ye urgent hai: mera order abhi tak deliver nahi hua.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_01,52,10,train
HIN_0589,"नमस्ते, ऑर्डर रद्द करने पर मुझसे शुल्क लिया गया।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_10,48,9,train
ENG_0439,"Hello, my bank has not received the promised refund",English,Refund Issue,Refund Team,High,English_Refund Issue_10,51,9,train
HGL_0212,Mera package same location par stuck hai. Please jaldi resolve karo.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_05,68,11,train
ENG_0753,I want to return this product I need an update as soon as possible.,English,Return/Replacement,Returns Team,Medium,English_Return/Replacement_01,67,14,train
HGL_0314,Ye urgent hai: order cancel kiya but refund abhi tak nahi mila. Please jaldi resolve karo.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_01,90,16,train
HIN_0198,कूरियर वाले ने मुझसे संपर्क नहीं किया। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_04,71,13,test
HGL_0957,Mujhe help chahiye kyunki main apna phone number update nahi kar pa rahi hoon. Mujhe jaldi update chahiye.,Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_04,106,18,train
HIN_0683,"कृपया मदद करें, उत्पाद के कुछ हिस्से टूटे हुए हैं। कृपया इसे जल्दी हल करें।",Hindi,Product Issue,Product Support,High,Hindi_Product Issue_06,75,15,train
HGL_0561,"Hello, mujhe order ka ek item cancel karna hai. Mujhe jaldi update chahiye.",Hinglish,Cancellation Issue,Order Management,Medium,Hinglish_Cancellation Issue_08,75,13,train
HIN_1122,मुझे सहायता चाहिए क्योंकि मेरे सेव किए हुए कार्ड का बिना अनुमति उपयोग हुआ। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_05,107,20,train
HIN_0630,यह बहुत जरूरी है: सामान काम नहीं कर रहा है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_02,76,16,train
HIN_0438,मेरे बैंक खाते में रिफंड नहीं आया है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_10,70,14,train
ENG_0409,"Hello, I received a smaller refund than expected",English,Refund Issue,Refund Team,High,English_Refund Issue_08,48,8,test
HGL_0936,"Hello, mera account lock ho gaya hai. Mujhe jaldi update chahiye.",Hinglish,Account Issue,Account Support,Medium,Hinglish_Account Issue_03,65,11,train
ENG_0053,"Please help, my card payment is stuck in processing Please resolve this.",English,Payment Issue,Payments Team,High,English_Payment Issue_04,72,12,validation
ENG_0950,"Hello, I cannot update my phone number Please resolve this.",English,Account Issue,Account Support,Medium,English_Account Issue_04,59,10,train
HIN_0675,यह बहुत जरूरी है: पैकेज में एक जरूरी सामान गायब है। मुझे जल्द से जल्द जानकारी चाहिए।,Hindi,Product Issue,Product Support,High,Hindi_Product Issue_05,84,17,train
HGL_0381,"Hello, refund ki deadline already cross ho gayi. Mujhe jaldi update chahiye.",Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_06,76,12,test
ENG_0394,"Hello, the refund was sent to the wrong payment method",English,Refund Issue,Refund Team,High,English_Refund Issue_07,54,10,train
ENG_0677,The item arrived with broken parts Please resolve this.,English,Product Issue,Product Support,High,English_Product Issue_06,55,9,train
HIN_0592,"कृपया मदद करें, ऑर्डर रद्द करने पर मुझसे शुल्क लिया गया।",Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_10,56,11,train
HGL_0618,Item defective hai aur work nahi kar raha. Mujhe jaldi update chahiye.,Hinglish,Product Issue,Product Support,High,Hinglish_Product Issue_02,70,12,test
HIN_0263,"कृपया मदद करें, मेरे ऑर्डर का केवल एक हिस्सा मिला है। कृपया इसे जल्दी हल करें।",Hindi,Delivery Issue,Logistics Team,Medium,Hindi_Delivery Issue_08,78,16,train
HIN_0022,"कृपया मदद करें, एक ही ऑर्डर के लिए दो बार पैसे कट गए।",Hindi,Payment Issue,Payments Team,High,Hindi_Payment Issue_02,53,13,train
HIN_0384,"कृपया मदद करें, रिफंड मिलने की समय सीमा निकल चुकी है। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Refund Issue,Refund Team,High,Hindi_Refund Issue_06,86,17,train
ENG_0145,I need assistance because the wrong amount was charged for my purchase,English,Payment Issue,Payments Team,High,English_Payment Issue_10,70,12,train
ENG_1174,"Hello, a fake customer-care agent requested my bank details",English,Fraud/Security,Security Team,Critical,English_Fraud/Security_09,59,9,train
HGL_1071,"Hello, kisi ne mere account se order place kiya. Mujhe jaldi update chahiye.",Hinglish,Fraud/Security,Security Team,Critical,Hinglish_Fraud/Security_02,76,13,train
HGL_0252,Mujhe help chahiye kyunki mera order wrong address par deliver hua. Mujhe jaldi update chahiye.,Hinglish,Delivery Issue,Logistics Team,Medium,Hinglish_Delivery Issue_07,95,15,train
ENG_0077,The UPI transaction succeeded but the order was not placed Please resolve this.,English,Payment Issue,Payments Team,High,English_Payment Issue_06,79,13,train
ENG_1111,My saved card was used without permission,English,Fraud/Security,Security Team,Critical,English_Fraud/Security_05,41,7,test
ENG_0252,I need assistance because my order was sent to the wrong address I need an update as soon as possible.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_07,102,20,train
HIN_1116,"नमस्ते, मेरे सेव किए हुए कार्ड का बिना अनुमति उपयोग हुआ। मुझे जल्द से जल्द जानकारी चाहिए।",Hindi,Fraud/Security,Security Team,Critical,Hindi_Fraud/Security_05,89,17,train
ENG_0018,I was charged twice for the same order I need an update as soon as possible.,English,Payment Issue,Payments Team,High,English_Payment Issue_02,76,16,train
ENG_0299,This is urgent: the tracking information has not been updated Please resolve this.,English,Delivery Issue,Logistics Team,Medium,English_Delivery Issue_10,82,13,train
HIN_1037,एक ही नंबर से गलती से दो अकाउंट बन गए हैं। कृपया इसे जल्दी हल करें।,Hindi,Account Issue,Account Support,Medium,Hindi_Account Issue_10,67,16,train
HGL_0423,Refund status kai din se change nahi hua. Mujhe jaldi update chahiye.,Hinglish,Refund Issue,Refund Team,High,Hinglish_Refund Issue_09,69,12,test
HIN_0565,मुझे सहायता चाहिए क्योंकि मैं ऑर्डर में से एक सामान रद्द करना चाहती हूँ।,Hindi,Cancellation Issue,Order Management,Medium,Hindi_Cancellation Issue_08,72,14,train
